"","Moku","P_valuePRIMARY20132019","Mean_2013","Mean_2019","sig_5"
"14","KONA OAH",0.0279851273066869,9.78358213478946,0.436577429799315,"Statistically Significant"
"28","WAIALUA",0.0152719201450015,3.89260742408833,7.82962183790441,"Statistically Significant"
